date,open,high,low,close,adj_close,volume
2019-01-01,516.0,517.7000122070312,510.79998779296875,512.5,481.75543212890625,573931
2019-01-02,513.5,515.5499877929688,498.0,502.25,472.12030029296875,973749
2019-01-03,503.1000061035156,505.79998779296875,494.1000061035156,495.75,466.0102233886719,482416
2019-01-04,498.3500061035156,508.79998779296875,489.70001220703125,501.95001220703125,471.83831787109375,1409156
2019-01-07,508.3500061035156,515.0,498.8500061035156,513.4000244140625,482.6014709472656,1073922
2019-01-08,511.6499938964844,531.0,510.1000061035156,517.0,485.9854431152344,2800412
2019-01-09,522.0,522.7000122070312,509.04998779296875,516.75,485.7504577636719,817662
2019-01-10,516.7000122070312,529.9000244140625,515.7000122070312,524.5499877929688,493.08251953125,1543255
2019-01-11,522.5,545.3499755859375,522.2000122070312,537.9500122070312,505.67864990234375,1436280
2019-01-14,534.9500122070312,538.5,528.0,531.6500244140625,499.75665283203125,613762
2019-01-15,532.0,543.4000244140625,531.2000122070312,541.6500244140625,509.15673828125,806950
2019-01-16,540.7999877929688,544.0,532.1500244140625,537.1500244140625,504.9266662597656,820323
2019-01-17,536.0999755859375,539.8499755859375,528.6500244140625,533.4000244140625,501.40167236328125,688271
2019-01-18,533.4000244140625,536.7999877929688,524.6500244140625,527.5999755859375,495.9495544433594,635070
2019-01-21,526.2000122070312,548.9000244140625,523.5,544.9500122070312,512.2587890625,813797
2019-01-22,544.9500122070312,549.75,535.0499877929688,542.4000244140625,509.8616943359375,757767
2019-01-23,543.7000122070312,548.0,537.6500244140625,541.7000122070312,509.2037353515625,679777
2019-01-24,539.0,549.4000244140625,539.0,541.0999755859375,508.6396484375,685146
2019-01-25,541.0499877929688,546.4500122070312,532.5,534.5,502.4356384277344,417368
2019-01-28,538.0,538.0,502.6499938964844,509.04998779296875,478.5123596191406,2100474
2019-01-29,509.04998779296875,517.9500122070312,491.29998779296875,495.45001220703125,465.728271484375,1244124
