date,open,high,low,close,adj_close,volume
2019-01-01,382.04998779296875,386.0,375.0,384.29998779296875,378.60162353515625,14678
2019-01-02,385.95001220703125,385.95001220703125,373.75,374.75,369.1932373046875,117102
2019-01-03,378.20001220703125,378.20001220703125,368.57501220703125,372.75,367.2229309082031,21956
2019-01-04,372.5249938964844,383.32501220703125,372.5,375.29998779296875,369.7350769042969,196200
2019-01-07,383.0,383.0,373.0249938964844,375.0249938964844,369.46417236328125,6512
2019-01-08,377.6000061035156,377.6000061035156,373.6499938964844,376.125,370.5478820800781,2408
2019-01-09,378.125,381.25,376.75,378.6000061035156,372.9861755371094,4016
2019-01-10,380.04998779296875,380.9750061035156,377.5,378.07501220703125,372.4689636230469,4936
2019-01-11,379.25,381.0,377.54998779296875,378.6000061035156,372.9861755371094,2758
2019-01-14,380.0,380.04998779296875,375.0,376.0249938964844,370.4493408203125,4332
2019-01-15,378.5249938964844,383.5,377.6499938964844,381.2749938964844,375.6214904785156,4066
2019-01-16,381.54998779296875,385.5,380.5,384.5249938964844,378.82330322265625,6076
2019-01-17,386.9750061035156,390.0,380.29998779296875,386.6000061035156,380.8675231933594,5828
2019-01-18,380.5249938964844,388.5,380.5,385.2749938964844,379.56219482421875,5642
2019-01-21,393.5,393.5,375.0,387.54998779296875,381.8034362792969,14382
2019-01-22,384.5249938964844,394.1000061035156,383.0,390.17498779296875,384.3895568847656,5894
2019-01-23,394.5,397.0,387.5,389.125,383.3550720214844,416022
2019-01-24,395.45001220703125,395.45001220703125,389.9750061035156,390.20001220703125,384.4141845703125,6794
2019-01-25,392.375,402.9750061035156,386.0,387.5,381.7541809082031,7942
2019-01-28,387.57501220703125,387.57501220703125,374.5,379.7250061035156,374.094482421875,18730
2019-01-29,381.42498779296875,381.4750061035156,375.0,378.625,373.01080322265625,3828
2019-01-30,378.625,397.0,370.5,375.04998779296875,369.4888000488281,11506
2019-01-31,379.4750061035156,388.8500061035156,375.0,386.17498779296875,380.4488525390625,11230
2019-02-01,386.3500061035156,391.8999938964844,381.70001220703125,385.125,379.4144287109375,7718
2019-02-04,385.5249938964844,385.5249938964844,375.25,376.75,371.16357421875,3064
2019-02-05,378.95001220703125,380.5,375.6499938964844,378.9750061035156,373.3556213378906,2556
2019-02-06,379.7250061035156,385.0,376.92498779296875,382.95001220703125,377.27166748046875,574244
2019-02-07,383.7250061035156,389.0249938964844,379.0,384.17498779296875,378.4784851074219,8416
2019-02-08,382.9750061035156,390.0,381.07501220703125,388.75,382.98565673828125,1360
2019-02-11,387.04998779296875,389.3999938964844,378.0249938964844,379.5,373.872802734375,6418
2019-02-12,377.54998779296875,385.9750061035156,377.54998779296875,379.45001220703125,373.82354736328125,53244
2019-02-14,385.45001220703125,385.45001220703125,379.0,382.2749938964844,376.606689453125,38610
2019-02-15,382.4750061035156,383.2749938964844,379.04998779296875,379.57501220703125,373.94671630859375,10330
2019-02-18,382.4750061035156,382.4750061035156,379.04998779296875,379.17498779296875,373.5526123046875,4560
2019-02-19,379.17498779296875,382.4750061035156,375.57501220703125,377.3999938964844,371.803955078125,1254
2019-02-20,379.4750061035156,382.5,379.17498779296875,381.04998779296875,375.3998107910156,65878
2019-02-21,382.4750061035156,389.95001220703125,380.2749938964844,382.54998779296875,376.8775939941406,4272
2019-02-22,389.95001220703125,393.75,380.57501220703125,383.1499938964844,377.46868896484375,14954
2019-02-25,389.7250061035156,389.7250061035156,380.04998779296875,380.5249938964844,374.8825988769531,3342
2019-02-26,382.5249938964844,385.125,371.7749938964844,378.20001220703125,372.59210205078125,88170
2019-02-27,379.92498779296875,384.75,379.92498779296875,380.0249938964844,374.3900451660156,42280
2019-02-28,382.2250061035156,412.3999938964844,382.2250061035156,407.67498779296875,401.6300048828125,73518
2019-03-01,409.5,409.8999938964844,385.5,395.07501220703125,389.2168884277344,15514
2019-03-05,392.5,418.67498779296875,390.0,411.67498779296875,405.5707092285156,23666
2019-03-06,408.5,426.5,407.57501220703125,415.7749938964844,409.60992431640625,17854
2019-03-07,417.6499938964844,427.5,410.32501220703125,420.32501220703125,414.0924987792969,7710
2019-03-08,417.5,422.5,407.7749938964844,412.20001220703125,406.08795166015625,6834
2019-03-11,415.0249938964844,418.75,413.07501220703125,416.29998779296875,410.1271667480469,4700
2019-03-12,421.92498779296875,430.0,416.57501220703125,429.17498779296875,422.81121826171875,19212
2019-03-13,430.0,439.3999938964844,425.0,429.0,422.6388244628906,7126
2019-03-14,432.54998779296875,432.75,419.5249938964844,424.95001220703125,418.64892578125,5328
2019-03-15,425.0249938964844,432.5,423.1000061035156,429.57501220703125,423.205322265625,13564
2019-03-18,426.0249938964844,431.7749938964844,426.0249938964844,430.125,423.74713134765625,11634
2019-03-19,421.5,440.0,421.5,437.3999938964844,430.9142761230469,8940
2019-03-20,439.3999938964844,441.57501220703125,426.79998779296875,436.92498779296875,430.4463195800781,10068
2019-03-22,432.8500061035156,440.0249938964844,406.0249938964844,407.79998779296875,401.7531433105469,380028
2019-03-25,407.5,440.20001220703125,406.1499938964844,428.0,421.6536560058594,1357686
2019-03-26,436.9750061035156,439.1000061035156,426.2250061035156,435.625,429.16558837890625,94270
2019-03-27,436.0,436.0249938964844,425.75,432.75,426.3332214355469,12684
2019-03-28,430.7749938964844,434.125,426.0,428.375,422.02313232421875,3574
2019-04-01,431.17498779296875,434.875,425.0,427.54998779296875,421.2102966308594,3736
2019-04-02,429.4750061035156,432.45001220703125,422.54998779296875,423.1000061035156,416.8263244628906,1440
2019-04-03,429.5,431.5249938964844,411.17498779296875,422.7250061035156,416.4568786621094,53692
2019-04-04,416.45001220703125,433.625,414.625,431.79998779296875,425.3973083496094,6390
2019-04-05,434.45001220703125,441.75,428.9750061035156,437.375,430.8896789550781,3360
2019-04-08,430.0249938964844,434.5,423.5,427.70001220703125,421.35809326171875,12082
2019-04-09,427.07501220703125,428.9750061035156,421.0,424.29998779296875,418.00848388671875,944
2019-04-10,423.95001220703125,429.79998779296875,421.5,423.3999938964844,417.1218566894531,9306
2019-04-11,421.6499938964844,423.7250061035156,418.1000061035156,421.3500061035156,415.1022644042969,1552
2019-04-12,417.0,424.92498779296875,414.7250061035156,421.54998779296875,415.2992858886719,3622
2019-04-15,422.0249938964844,428.6000061035156,418.5249938964844,421.04998779296875,414.8067321777344,1184
2019-04-16,425.79998779296875,425.79998779296875,416.57501220703125,424.17498779296875,417.8853454589844,6398
2019-04-18,424.17498779296875,432.5,416.0,421.4750061035156,415.22540283203125,16548
2019-04-22,422.5,422.5,414.0,416.6499938964844,410.4719543457031,3000
2019-04-23,427.0,427.0,409.0249938964844,414.5249938964844,408.37847900390625,8308
2019-04-24,412.5,420.0,412.5,418.04998779296875,411.8511657714844,2794
2019-04-25,427.95001220703125,427.95001220703125,410.45001220703125,417.6499938964844,411.45709228515625,11582
2019-04-26,418.5249938964844,418.5249938964844,412.0,413.875,407.73809814453125,666
2019-04-30,412.5,415.0249938964844,401.17498779296875,412.5,406.3835144042969,7688
2019-05-02,407.5,419.3999938964844,405.07501220703125,416.5,410.3241882324219,9060
2019-05-03,423.0,426.0,407.5249938964844,412.95001220703125,406.82684326171875,11888
2019-05-06,410.0,479.5,410.0,471.375,464.385498046875,220262
2019-05-07,460.5,467.8500061035156,441.75,461.92498779296875,455.07562255859375,121036
2019-05-08,459.875,461.95001220703125,440.0,449.8999938964844,443.2289123535156,1085184
2019-05-09,441.67498779296875,444.1499938964844,426.0,430.1499938964844,423.7717590332031,7966
2019-05-10,427.0,437.5,417.25,434.17498779296875,427.737060546875,19974
2019-05-13,427.625,437.0,418.125,434.375,427.9341125488281,22952
2019-05-14,429.0249938964844,439.0,422.5,434.20001220703125,427.76171875,6914
2019-05-15,428.0,447.32501220703125,426.1000061035156,444.25,437.6626892089844,16972
2019-05-16,440.45001220703125,445.5249938964844,432.5,437.2749938964844,430.7911376953125,2186
2019-05-17,436.0249938964844,445.4750061035156,431.0,441.0249938964844,434.48553466796875,3048
2019-05-20,449.5,449.5,436.0249938964844,439.7749938964844,433.2540588378906,12634
2019-05-21,439.79998779296875,494.5,438.07501220703125,441.9750061035156,435.42144775390625,41186
2019-05-22,449.9750061035156,459.57501220703125,441.25,449.95001220703125,443.2781982421875,143060
2019-05-23,443.8500061035156,460.8500061035156,443.8500061035156,453.92498779296875,447.1942138671875,6224
2019-05-24,450.5,486.0,442.54998779296875,469.9750061035156,463.0062561035156,244696
2019-05-27,470.4750061035156,471.0,452.20001220703125,456.04998779296875,449.2877197265625,118502
2019-05-28,456.07501220703125,464.9750061035156,453.7749938964844,456.45001220703125,449.6817932128906,4772
