date,open,high,low,close,adj_close,volume
2019-01-01,348.6499938964844,352.8999938964844,348.3500061035156,350.04998779296875,335.3143310546875,692062
2019-01-02,348.5,350.0,342.54998779296875,346.75,332.1532897949219,558345
2019-01-03,345.04998779296875,348.79998779296875,342.0,343.6499938964844,329.18377685546875,482203
2019-01-04,345.0,345.0,339.0,344.20001220703125,329.7106018066406,579722
2019-01-07,346.75,349.6499938964844,344.20001220703125,348.8999938964844,334.2127685546875,516834
2019-01-08,349.20001220703125,352.95001220703125,347.1000061035156,349.25,334.5480041503906,998829
2019-01-09,349.25,352.3500061035156,344.25,347.70001220703125,333.0632629394531,536267
2019-01-10,346.8999938964844,351.29998779296875,345.8500061035156,350.0,335.2664794921875,497887
2019-01-11,348.29998779296875,352.70001220703125,347.25,348.29998779296875,333.6380310058594,891386
2019-01-14,350.25,355.8999938964844,349.6000061035156,353.70001220703125,338.81072998046875,1672294
2019-01-15,355.1000061035156,357.8500061035156,352.8999938964844,355.8999938964844,340.9180908203125,1068589
2019-01-16,355.0,359.75,351.1000061035156,352.54998779296875,337.7091064453125,1206297
2019-01-17,353.0,358.3999938964844,351.5,355.8500061035156,340.8702087402344,1053793
2019-01-18,353.29998779296875,354.45001220703125,343.04998779296875,347.04998779296875,332.44061279296875,1220994
2019-01-21,345.95001220703125,351.70001220703125,343.54998779296875,344.6000061035156,330.0937805175781,786496
2019-01-22,343.95001220703125,347.6000061035156,340.29998779296875,346.04998779296875,331.48272705078125,504192
2019-01-23,346.0,346.0,340.70001220703125,342.04998779296875,327.6510925292969,573513
2019-01-24,342.1000061035156,347.0,341.29998779296875,346.1000061035156,331.5306701660156,545629
2019-01-25,346.0,350.8999938964844,343.0,343.70001220703125,329.231689453125,784074
2019-01-28,343.0,343.6000061035156,325.1000061035156,334.3500061035156,320.2752685546875,1483625
2019-01-29,331.0,332.8999938964844,318.54998779296875,321.70001220703125,308.15777587890625,1477021
2019-01-30,321.0,325.8999938964844,314.3999938964844,319.1499938964844,305.7151184082031,1276905
2019-01-31,320.0,322.8500061035156,317.45001220703125,318.95001220703125,305.5235290527344,982622
2019-02-01,319.3999938964844,325.0,316.5,323.6000061035156,309.977783203125,657757
2019-02-04,323.5,326.8999938964844,315.5,318.8999938964844,305.47564697265625,994074
2019-02-05,319.8999938964844,319.8999938964844,311.95001220703125,314.8500061035156,301.5961608886719,696394
2019-02-06,314.0,325.0,311.29998779296875,317.95001220703125,304.5656433105469,998197
2019-02-07,320.04998779296875,334.5,318.25,321.95001220703125,308.39727783203125,7512981
2019-02-08,327.70001220703125,327.70001220703125,319.6000061035156,322.1499938964844,308.58880615234375,1635258
2019-02-11,322.5,326.25,320.0,324.3999938964844,310.7441101074219,875355
2019-02-12,324.5,326.3500061035156,318.3999938964844,319.6000061035156,306.1462097167969,975106
2019-02-14,319.0,323.29998779296875,315.70001220703125,318.5,305.09246826171875,834172
2019-02-15,317.79998779296875,319.0,305.95001220703125,314.0,300.78192138671875,1947521
2019-02-18,310.3999938964844,317.3500061035156,309.29998779296875,311.79998779296875,298.6745300292969,772468
2019-02-19,312.0,315.1000061035156,310.5,311.8999938964844,298.77032470703125,568174
2019-02-20,311.79998779296875,314.75,310.0,313.20001220703125,300.0155944824219,643033
2019-02-21,314.95001220703125,315.0,310.70001220703125,313.1499938964844,299.96771240234375,884693
2019-02-22,314.0,317.5,312.45001220703125,315.20001220703125,301.931396484375,581643
2019-02-25,317.1000061035156,317.6000061035156,313.04998779296875,313.75,300.5424499511719,681427
2019-02-26,311.75,313.8999938964844,308.1499938964844,312.45001220703125,299.29718017578125,607951
2019-02-27,313.25,327.79998779296875,312.5,319.6000061035156,306.1462097167969,2145842
