date,MMM_adj_close,MMM_cashflow,MMM_cml_units,MMM_cml_cost,MMM_gain_loss,MMM_avg_price,MMM_mktvalue,TSLA_adj_close,TSLA_cashflow,TSLA_cml_units,TSLA_cml_cost,TSLA_gain_loss,TSLA_avg_price,TSLA_mktvalue,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,RUN_adj_close,RUN_cashflow,RUN_cml_units,RUN_cml_cost,RUN_gain_loss,RUN_avg_price,RUN_mktvalue,ZM_adj_close,ZM_cashflow,ZM_cml_units,ZM_cml_cost,ZM_gain_loss,ZM_avg_price,ZM_mktvalue,DIS_adj_close,DIS_cashflow,DIS_cml_units,DIS_cml_cost,DIS_gain_loss,DIS_avg_price,DIS_mktvalue,IBM_adj_close,IBM_cashflow,IBM_cml_units,IBM_cml_cost,IBM_gain_loss,IBM_avg_price,IBM_mktvalue,AMD_adj_close,AMD_cashflow,AMD_cml_units,AMD_cml_cost,AMD_gain_loss,AMD_avg_price,AMD_mktvalue,FB_adj_close,FB_cashflow,FB_cml_units,FB_cml_cost,FB_gain_loss,FB_avg_price,FB_mktvalue,BA_adj_close,BA_cashflow,BA_cml_units,BA_cml_cost,BA_gain_loss,BA_avg_price,BA_mktvalue,WYNN_adj_close,WYNN_cashflow,WYNN_cml_units,WYNN_cml_cost,WYNN_gain_loss,WYNN_avg_price,WYNN_mktvalue,AMZN_adj_close,AMZN_cashflow,AMZN_cml_units,AMZN_cml_cost,AMZN_gain_loss,AMZN_avg_price,AMZN_mktvalue,VIAC_adj_close,VIAC_cashflow,VIAC_cml_units,VIAC_cml_cost,VIAC_gain_loss,VIAC_avg_price,VIAC_mktvalue,NWS_adj_close,NWS_cashflow,NWS_cml_units,NWS_cml_cost,NWS_gain_loss,NWS_avg_price,NWS_mktvalue,TTD_adj_close,TTD_cashflow,TTD_cml_units,TTD_cml_cost,TTD_gain_loss,TTD_avg_price,TTD_mktvalue,NVDA_adj_close,NVDA_cashflow,NVDA_cml_units,NVDA_cml_cost,NVDA_gain_loss,NVDA_avg_price,NVDA_mktvalue,WMT_adj_close,WMT_cashflow,WMT_cml_units,WMT_cml_cost,WMT_gain_loss,WMT_avg_price,WMT_mktvalue,PTON_adj_close,PTON_cashflow,PTON_cml_units,PTON_cml_cost,PTON_gain_loss,PTON_avg_price,PTON_mktvalue,FVRR_adj_close,FVRR_cashflow,FVRR_cml_units,FVRR_cml_cost,FVRR_gain_loss,FVRR_avg_price,FVRR_mktvalue,MRNA_adj_close,MRNA_cashflow,MRNA_cml_units,MRNA_cml_cost,MRNA_gain_loss,MRNA_avg_price,MRNA_mktvalue,LULU_adj_close,LULU_cashflow,LULU_cml_units,LULU_cml_cost,LULU_gain_loss,LULU_avg_price,LULU_mktvalue,MO_adj_close,MO_cashflow,MO_cml_units,MO_cml_cost,MO_gain_loss,MO_avg_price,MO_mktvalue,SHOP_adj_close,SHOP_cashflow,SHOP_cml_units,SHOP_cml_cost,SHOP_gain_loss,SHOP_avg_price,SHOP_mktvalue,LUNA_adj_close,LUNA_cashflow,LUNA_cml_units,LUNA_cml_cost,LUNA_gain_loss,LUNA_avg_price,LUNA_mktvalue,TWTR_adj_close,TWTR_cashflow,TWTR_cml_units,TWTR_cml_cost,TWTR_gain_loss,TWTR_avg_price,TWTR_mktvalue,MCD_adj_close,MCD_cashflow,MCD_cml_units,MCD_cml_cost,MCD_gain_loss,MCD_avg_price,MCD_mktvalue,HD_adj_close,HD_cashflow,HD_cml_units,HD_cml_cost,HD_gain_loss,HD_avg_price,HD_mktvalue,CVX_adj_close,CVX_cashflow,CVX_cml_units,CVX_cml_cost,CVX_gain_loss,CVX_avg_price,CVX_mktvalue,SYF_adj_close,SYF_cashflow,SYF_cml_units,SYF_cml_cost,SYF_gain_loss,SYF_avg_price,SYF_mktvalue,PLUG_adj_close,PLUG_cashflow,PLUG_cml_units,PLUG_cml_cost,PLUG_gain_loss,PLUG_avg_price,PLUG_mktvalue,NIO_adj_close,NIO_cashflow,NIO_cml_units,NIO_cml_cost,NIO_gain_loss,NIO_avg_price,NIO_mktvalue,DKNG_adj_close,DKNG_cashflow,DKNG_cml_units,DKNG_cml_cost,DKNG_gain_loss,DKNG_avg_price,DKNG_mktvalue,MGM_adj_close,MGM_cashflow,MGM_cml_units,MGM_cml_cost,MGM_gain_loss,MGM_avg_price,MGM_mktvalue,XLNX_adj_close,XLNX_cashflow,XLNX_cml_units,XLNX_cml_cost,XLNX_gain_loss,XLNX_avg_price,XLNX_mktvalue,QCOM_adj_close,QCOM_cashflow,QCOM_cml_units,QCOM_cml_cost,QCOM_gain_loss,QCOM_avg_price,QCOM_mktvalue,PLTR_adj_close,PLTR_cashflow,PLTR_cml_units,PLTR_cml_cost,PLTR_gain_loss,PLTR_avg_price,PLTR_mktvalue,PLL_adj_close,PLL_cashflow,PLL_cml_units,PLL_cml_cost,PLL_gain_loss,PLL_avg_price,PLL_mktvalue,TLRY_adj_close,TLRY_cashflow,TLRY_cml_units,TLRY_cml_cost,TLRY_gain_loss,TLRY_avg_price,TLRY_mktvalue,GILT_adj_close,GILT_cashflow,GILT_cml_units,GILT_cml_cost,GILT_gain_loss,GILT_avg_price,GILT_mktvalue
2020-06-05,161.941,-180.95,1.0,180.95,0.0,180.95,161.941,177.132,-159.37,2.0,190.8,31.43,95.4,354.264,82.32,-1139.95,15.0,1139.95,0.0,75.997,1234.805,18.69,-371.7,20.0,371.7,0.0,18.585,373.8,207.6,377.28,10.0,1742.4,369.3,174.24,2076.0,124.82,-98.4,0.92,98.4,0.0,106.957,114.834,125.395,-621.4,5.0,621.4,0.0,124.28,626.973,53.1,-108.0,2.0,108.0,0.0,54.0,106.2,230.77,-117.4,0.65,117.4,0.0,180.615,150.001,205.43,0.0,0.0,0.0,0.0,,0.0,101.61,0.0,0.0,0.0,0.0,,0.0,2483.0,-1483.39,0.62,1483.39,0.0,2392.565,1539.46,23.998,-471.3,30.0,471.3,0.0,15.71,719.933,12.902,-217.92,24.0,217.92,0.0,9.08,309.643,35.429,-274.19,0.9,274.19,0.0,304.656,31.886,356.383,-309.23,1.05,309.23,0.0,294.505,374.202,119.65,-372.7,3.0,372.7,0.0,124.233,358.95,45.9,-739.5,16.0,739.5,0.0,46.219,734.4,63.89,-913.5,15.0,913.5,0.0,60.9,958.35,58.19,-206.22,3.0,206.22,0.0,68.74,174.57,319.78,-245.81,0.9,245.81,0.0,273.122,287.802,38.058,-223.98,6.0,223.98,0.0,37.33,228.349,727.77,-319.76,0.39,319.76,0.0,819.897,283.83,6.63,-210.21,33.0,210.21,0.0,6.37,218.79,34.87,-258.82,7.5,258.82,0.0,34.509,261.525,192.6,-268.57,1.35,268.57,0.0,198.941,260.01,249.31,-267.42,1.05,267.42,0.0,254.686,261.775,95.403,0.0,0.0,0.0,0.0,,0.0,24.783,0.0,0.0,0.0,0.0,,0.0,4.88,0.0,0.0,0.0,0.0,,0.0,5.59,0.0,0.0,0.0,0.0,,0.0,39.34,0.0,0.0,0.0,0.0,,0.0,21.709,0.0,0.0,0.0,0.0,,0.0,95.579,0.0,0.0,0.0,0.0,,0.0,86.841,0.0,0.0,0.0,0.0,,0.0,,,,,,,,8.26,0.0,0.0,0.0,0.0,,0.0,9.48,0.0,0.0,0.0,0.0,,0.0,6.188,0.0,0.0,0.0,0.0,,0.0
2020-06-08,161.419,-180.95,1.0,180.95,0.0,180.95,161.419,189.984,-159.37,2.0,190.8,31.43,95.4,379.968,82.807,-1139.95,15.0,1139.95,0.0,75.997,1242.106,19.64,-371.7,20.0,371.7,0.0,18.585,392.8,209.83,377.28,10.0,1742.4,369.3,174.24,2098.3,127.28,-98.4,0.92,98.4,0.0,106.957,117.098,128.898,-621.4,5.0,621.4,0.0,124.28,644.492,52.97,-108.0,2.0,108.0,0.0,54.0,105.94,231.4,-117.4,0.65,117.4,0.0,180.615,150.41,230.5,-91.74,0.4,91.74,0.0,229.35,92.2,108.8,-105.95,1.0,105.95,0.0,105.95,108.8,2524.06,-1483.39,0.62,1483.39,0.0,2392.565,1564.917,27.566,-471.3,30.0,471.3,0.0,15.71,826.965,13.278,-217.92,24.0,217.92,0.0,9.08,318.667,35.831,-274.19,0.9,274.19,0.0,304.656,32.248,351.789,-309.23,1.05,309.23,0.0,294.505,369.378,119.335,-372.7,3.0,372.7,0.0,124.233,358.005,44.78,-804.39,17.5,804.39,0.0,45.965,783.65,60.09,-913.5,15.0,913.5,0.0,60.9,901.35,59.1,-206.22,3.0,206.22,0.0,68.74,177.3,315.3,-245.81,0.9,245.81,0.0,273.122,283.77,38.894,-223.98,6.0,223.98,0.0,37.33,233.362,730.67,-319.76,0.39,319.76,0.0,819.897,284.961,6.67,-210.21,33.0,210.21,0.0,6.37,220.11,36.64,-258.82,7.5,258.82,0.0,34.509,274.8,197.963,-268.57,1.35,268.57,0.0,198.941,267.25,251.139,-267.42,1.05,267.42,0.0,254.686,263.696,97.703,0.0,0.0,0.0,0.0,,0.0,26.094,0.0,0.0,0.0,0.0,,0.0,5.28,0.0,0.0,0.0,0.0,,0.0,5.97,0.0,0.0,0.0,0.0,,0.0,38.0,0.0,0.0,0.0,0.0,,0.0,23.748,0.0,0.0,0.0,0.0,,0.0,95.917,0.0,0.0,0.0,0.0,,0.0,89.606,0.0,0.0,0.0,0.0,,0.0,,,,,,,,8.26,0.0,0.0,0.0,0.0,,0.0,10.44,0.0,0.0,0.0,0.0,,0.0,6.085,0.0,0.0,0.0,0.0,,0.0
2020-06-09,161.254,-180.95,1.0,180.95,0.0,180.95,161.254,188.134,-159.37,2.0,190.8,31.43,95.4,376.268,85.422,-1139.95,15.0,1139.95,0.0,75.997,1281.329,19.33,-371.7,20.0,371.7,0.0,18.585,386.6,205.43,377.28,10.0,1742.4,369.3,174.24,2054.3,123.89,-98.4,0.92,98.4,0.0,106.957,113.979,125.214,-621.4,5.0,621.4,0.0,124.28,626.071,56.39,-108.0,2.0,108.0,0.0,54.0,112.78,238.67,-117.4,0.65,117.4,0.0,180.615,155.135,216.74,-91.74,0.4,91.74,0.0,229.35,86.696,102.76,-105.95,1.0,105.95,0.0,105.95,102.76,2600.86,-1483.39,0.62,1483.39,0.0,2392.565,1612.533,25.158,-471.3,30.0,471.3,0.0,15.71,754.74,12.783,-217.92,24.0,217.92,0.0,9.08,306.794,36.298,-274.19,0.9,274.19,0.0,304.656,32.668,361.417,-309.23,1.05,309.23,0.0,294.505,379.488,119.443,-372.7,3.0,372.7,0.0,124.233,358.33,47.64,-804.39,17.5,804.39,0.0,45.965,833.7,60.22,-913.5,15.0,913.5,0.0,60.9,903.3,58.23,-206.22,3.0,206.22,0.0,68.74,174.69,316.4,-245.81,0.9,245.81,0.0,273.122,284.76,38.303,-223.98,6.0,223.98,0.0,37.33,229.82,741.7,-319.76,0.39,319.76,0.0,819.897,289.263,6.35,-210.21,33.0,210.21,0.0,6.37,209.55,35.92,-258.82,7.5,258.82,0.0,34.509,269.4,194.905,-268.57,1.35,268.57,0.0,198.941,263.122,251.129,-267.42,1.05,267.42,0.0,254.686,263.686,96.085,0.0,0.0,0.0,0.0,,0.0,25.113,0.0,0.0,0.0,0.0,,0.0,5.1,0.0,0.0,0.0,0.0,,0.0,6.68,0.0,0.0,0.0,0.0,,0.0,39.41,0.0,0.0,0.0,0.0,,0.0,22.052,0.0,0.0,0.0,0.0,,0.0,95.211,0.0,0.0,0.0,0.0,,0.0,88.017,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.39,0.0,0.0,0.0,0.0,,0.0,10.13,0.0,0.0,0.0,0.0,,0.0,5.912,0.0,0.0,0.0,0.0,,0.0
2020-06-10,158.546,-180.95,1.0,180.95,0.0,180.95,158.546,205.01,-230.4,2.35,261.83,31.43,111.417,481.773,87.62,-1139.95,15.0,1139.95,0.0,75.997,1314.294,18.62,-371.7,20.0,371.7,0.0,18.585,372.4,221.02,377.28,10.0,1742.4,369.3,174.24,2210.2,122.18,-98.4,0.92,98.4,0.0,106.957,112.406,123.315,-621.4,5.0,621.4,0.0,124.28,616.576,57.44,-108.0,2.0,108.0,0.0,54.0,114.88,236.73,-117.4,0.65,117.4,0.0,180.615,153.874,203.41,-91.74,0.4,91.74,0.0,229.35,81.364,98.93,-105.95,1.0,105.95,0.0,105.95,98.93,2647.45,-1483.39,0.62,1483.39,0.0,2392.565,1641.419,23.205,-471.3,30.0,471.3,0.0,15.71,696.148,12.308,-217.92,24.0,217.92,0.0,9.08,295.396,36.852,-274.19,0.9,274.19,0.0,304.656,33.167,374.232,-309.23,1.05,309.23,0.0,294.505,392.944,119.256,-372.7,3.0,372.7,0.0,124.233,357.769,47.11,-804.39,17.5,804.39,0.0,45.965,824.425,61.19,-913.5,15.0,913.5,0.0,60.9,917.85,60.07,-206.22,3.0,206.22,0.0,68.74,180.21,323.25,-245.81,0.9,245.81,0.0,273.122,290.925,37.976,-223.98,6.0,223.98,0.0,37.33,227.858,743.64,-319.76,0.39,319.76,0.0,819.897,290.02,6.43,-210.21,33.0,210.21,0.0,6.37,212.19,35.14,-258.82,7.5,258.82,0.0,34.509,263.55,191.271,-268.57,1.35,268.57,0.0,198.941,258.216,248.87,-267.42,1.05,267.42,0.0,254.686,261.313,92.347,0.0,0.0,0.0,0.0,,0.0,23.666,0.0,0.0,0.0,0.0,,0.0,5.66,0.0,0.0,0.0,0.0,,0.0,6.3,0.0,0.0,0.0,0.0,,0.0,39.11,0.0,0.0,0.0,0.0,,0.0,20.502,0.0,0.0,0.0,0.0,,0.0,94.685,0.0,0.0,0.0,0.0,,0.0,89.253,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.3,0.0,0.0,0.0,0.0,,0.0,9.69,0.0,0.0,0.0,0.0,,0.0,5.601,0.0,0.0,0.0,0.0,,0.0
2020-06-11,147.402,-180.95,1.0,180.95,0.0,180.95,147.402,194.568,-230.4,2.35,261.83,31.43,111.417,457.235,83.413,-1139.95,15.0,1139.95,0.0,75.997,1251.194,17.165,-371.7,20.0,371.7,0.0,18.585,343.3,222.07,377.28,10.0,1742.4,369.3,174.24,2220.7,112.64,-98.4,0.92,98.4,0.0,106.957,103.629,112.054,-621.4,5.0,621.4,0.0,124.28,560.269,52.83,-108.0,2.0,108.0,0.0,54.0,105.66,224.43,-117.4,0.65,117.4,0.0,180.615,145.879,170.0,-91.74,0.4,91.74,0.0,229.35,68.0,89.74,-105.95,1.0,105.95,0.0,105.95,89.74,2557.96,-1483.39,0.62,1483.39,0.0,2392.565,1585.935,22.809,-471.3,30.0,471.3,0.0,15.71,684.255,11.319,-217.92,24.0,217.92,0.0,9.08,271.65,34.754,-274.19,0.9,274.19,0.0,304.656,31.279,351.439,-309.23,1.05,309.23,0.0,294.505,369.011,118.203,-372.7,3.0,372.7,0.0,124.233,354.609,45.98,-804.39,17.5,804.39,0.0,45.965,804.65,60.3,-913.5,15.0,913.5,0.0,60.9,904.5,60.2,-206.22,3.0,206.22,0.0,68.74,180.6,308.12,-245.81,0.9,245.81,0.0,273.122,277.308,35.679,-223.98,6.0,223.98,0.0,37.33,214.074,725.12,-319.76,0.39,319.76,0.0,819.897,282.797,5.83,-210.21,33.0,210.21,0.0,6.37,192.39,33.03,-258.82,7.5,258.82,0.0,34.509,247.725,183.173,-268.57,1.35,268.57,0.0,198.941,247.284,234.218,-267.42,1.05,267.42,0.0,254.686,245.929,84.577,0.0,0.0,0.0,0.0,,0.0,21.511,0.0,0.0,0.0,0.0,,0.0,4.75,0.0,0.0,0.0,0.0,,0.0,5.91,0.0,0.0,0.0,0.0,,0.0,36.28,0.0,0.0,0.0,0.0,,0.0,17.833,0.0,0.0,0.0,0.0,,0.0,89.161,0.0,0.0,0.0,0.0,,0.0,82.398,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.06,0.0,0.0,0.0,0.0,,0.0,8.37,0.0,0.0,0.0,0.0,,0.0,5.282,0.0,0.0,0.0,0.0,,0.0
2020-06-12,149.811,-180.95,1.0,180.95,0.0,180.95,149.811,187.056,-230.4,2.35,261.83,31.43,111.417,439.582,84.133,-1139.95,15.0,1139.95,0.0,75.997,1261.996,17.93,-371.7,20.0,371.7,0.0,18.585,358.6,219.52,377.28,10.0,1742.4,369.3,174.24,2195.2,115.49,-98.4,0.92,98.4,0.0,106.957,106.251,115.757,-621.4,5.0,621.4,0.0,124.28,578.785,53.5,-108.0,2.0,108.0,0.0,54.0,107.0,228.58,-117.4,0.65,117.4,0.0,180.615,148.577,189.51,-454.06,2.4,454.06,0.0,189.192,454.824,92.31,-105.95,1.0,105.95,0.0,105.95,92.31,2545.02,-1483.39,0.62,1483.39,0.0,2392.565,1577.912,22.369,-471.3,30.0,471.3,0.0,15.71,671.068,11.625,-217.92,24.0,217.92,0.0,9.08,279.011,35.451,-274.19,0.9,274.19,0.0,304.656,31.906,356.883,-309.23,1.05,309.23,0.0,294.505,374.727,115.89,-372.7,3.0,372.7,0.0,124.233,347.67,47.1,-804.39,17.5,804.39,0.0,45.965,824.25,60.08,-913.5,15.0,913.5,0.0,60.9,901.2,62.0,-251.85,3.75,251.85,0.0,67.16,232.5,296.36,-245.81,0.9,245.81,0.0,273.122,266.724,36.31,-223.98,6.0,223.98,0.0,37.33,217.86,742.58,-362.85,0.45,362.85,0.0,806.333,334.161,6.06,-210.21,33.0,210.21,0.0,6.37,199.98,33.4,-307.88,9.0,307.88,0.0,34.209,300.6,184.795,-268.57,1.35,268.57,0.0,198.941,249.473,237.133,-267.42,1.05,267.42,0.0,254.686,248.99,87.435,-273.42,3.0,273.42,0.0,91.14,262.305,23.084,0.0,0.0,0.0,0.0,,0.0,5.06,0.0,0.0,0.0,0.0,,0.0,6.1,0.0,0.0,0.0,0.0,,0.0,36.88,0.0,0.0,0.0,0.0,,0.0,19.163,0.0,0.0,0.0,0.0,,0.0,90.114,0.0,0.0,0.0,0.0,,0.0,83.595,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.155,0.0,0.0,0.0,0.0,,0.0,8.42,0.0,0.0,0.0,0.0,,0.0,5.368,0.0,0.0,0.0,0.0,,0.0
2020-06-15,152.577,-180.95,1.0,180.95,0.0,180.95,152.577,198.18,-230.4,2.35,261.83,31.43,111.417,465.723,85.174,-1139.95,15.0,1139.95,0.0,75.997,1277.604,18.99,-371.7,20.0,371.7,0.0,18.585,379.8,239.02,377.28,10.0,1742.4,369.3,174.24,2390.2,117.08,-98.4,0.92,98.4,0.0,106.957,107.714,115.51,-621.4,5.0,621.4,0.0,124.28,577.55,54.68,-108.0,2.0,108.0,0.0,54.0,109.36,232.5,-117.4,0.65,117.4,0.0,180.615,151.125,190.94,-454.06,2.4,454.06,0.0,189.192,458.256,92.0,-105.95,1.0,105.95,0.0,105.95,92.0,2572.68,-1483.39,0.62,1483.39,0.0,2392.565,1595.062,24.313,-471.3,30.0,471.3,0.0,15.71,729.384,11.715,-217.92,24.0,217.92,0.0,9.08,281.149,37.06,-274.19,0.9,274.19,0.0,304.656,33.354,366.521,-309.23,1.05,309.23,0.0,294.505,384.847,116.225,-372.7,3.0,372.7,0.0,124.233,348.674,49.94,-804.39,17.5,804.39,0.0,45.965,873.95,63.97,-913.5,15.0,913.5,0.0,60.9,959.55,66.57,-251.85,3.75,251.85,0.0,67.16,249.637,303.05,-245.81,0.9,245.81,0.0,273.122,272.745,37.405,-223.98,6.0,223.98,0.0,37.33,224.429,805.47,-362.85,0.45,362.85,0.0,806.333,362.461,6.25,-210.21,33.0,210.21,0.0,6.37,206.25,34.11,-307.88,9.0,307.88,0.0,34.209,306.99,185.107,-268.57,1.35,268.57,0.0,198.941,249.895,236.067,-267.42,1.05,267.42,0.0,254.686,247.87,86.337,-273.42,3.0,273.42,0.0,91.14,259.011,23.686,0.0,0.0,0.0,0.0,,0.0,5.21,0.0,0.0,0.0,0.0,,0.0,6.83,0.0,0.0,0.0,0.0,,0.0,41.79,0.0,0.0,0.0,0.0,,0.0,19.443,0.0,0.0,0.0,0.0,,0.0,90.045,0.0,0.0,0.0,0.0,,0.0,84.722,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.05,0.0,0.0,0.0,0.0,,0.0,8.44,0.0,0.0,0.0,0.0,,0.0,5.213,0.0,0.0,0.0,0.0,,0.0
2020-06-16,154.454,-180.95,1.0,180.95,0.0,180.95,154.454,196.426,-230.4,2.35,261.83,31.43,111.417,461.601,87.431,-1139.95,15.0,1139.95,0.0,75.997,1311.463,20.1,-371.7,20.0,371.7,0.0,18.585,402.0,242.56,377.28,10.0,1742.4,369.3,174.24,2425.6,118.44,-98.4,0.92,98.4,0.0,106.957,108.965,118.833,-621.4,5.0,621.4,0.0,124.28,594.167,54.46,-108.0,2.0,108.0,0.0,54.0,108.92,235.65,-117.4,0.65,117.4,0.0,180.615,153.172,197.77,-454.06,2.4,454.06,0.0,189.192,474.648,90.51,-105.95,1.0,105.95,0.0,105.95,90.51,2615.27,-1483.39,0.62,1483.39,0.0,2392.565,1621.467,23.629,-471.3,30.0,471.3,0.0,15.71,708.871,11.992,-217.92,24.0,217.92,0.0,9.08,287.797,37.203,-274.19,0.9,274.19,0.0,304.656,33.483,362.316,-309.23,1.05,309.23,0.0,294.505,380.432,117.77,-372.7,3.0,372.7,0.0,124.233,353.31,49.91,-550.24,12.5,574.564,24.324,45.965,623.875,63.53,-913.5,15.0,913.5,0.0,60.9,952.95,64.34,-251.85,3.75,251.85,0.0,67.16,241.275,310.61,-245.81,0.9,245.81,0.0,273.122,279.549,38.129,-223.98,6.0,223.98,0.0,37.33,228.772,805.76,-362.85,0.45,362.85,0.0,806.333,362.592,6.31,-210.21,33.0,210.21,0.0,6.37,208.23,34.63,-307.88,9.0,307.88,0.0,34.209,311.67,185.918,-268.57,1.35,268.57,0.0,198.941,250.989,244.469,-267.42,1.05,267.42,0.0,254.686,256.692,88.987,-273.42,3.0,273.42,0.0,91.14,266.961,24.434,-75.57,3.0,75.57,0.0,25.19,73.301,5.45,-82.65,15.0,82.65,0.0,5.51,81.75,6.99,0.0,0.0,0.0,0.0,,0.0,40.57,0.0,0.0,0.0,0.0,,0.0,19.343,0.0,0.0,0.0,0.0,,0.0,92.877,0.0,0.0,0.0,0.0,,0.0,87.792,0.0,0.0,0.0,0.0,,0.0,,,,,,,,5.95,0.0,0.0,0.0,0.0,,0.0,8.23,0.0,0.0,0.0,0.0,,0.0,5.386,0.0,0.0,0.0,0.0,,0.0
2020-06-17,154.019,-180.95,1.0,180.95,0.0,180.95,154.019,198.358,-230.4,2.35,261.83,31.43,111.417,466.141,87.309,-1139.95,15.0,1139.95,0.0,75.997,1309.638,19.29,-371.7,20.0,371.7,0.0,18.585,385.8,236.76,377.28,10.0,1742.4,369.3,174.24,2367.6,117.65,-98.4,0.92,98.4,0.0,106.957,108.238,117.884,-621.4,5.0,621.4,0.0,124.28,589.419,54.55,-108.0,2.0,108.0,0.0,54.0,109.1,235.53,-117.4,0.65,117.4,0.0,180.615,153.094,192.54,-454.06,2.4,454.06,0.0,189.192,462.096,88.7,-105.95,1.0,105.95,0.0,105.95,88.7,2640.98,-1483.39,0.62,1483.39,0.0,2392.565,1637.408,22.76,-471.3,30.0,471.3,0.0,15.71,682.79,12.249,-217.92,24.0,217.92,0.0,9.08,293.971,38.244,-274.19,0.9,274.19,0.0,304.656,34.42,369.008,-309.23,1.05,309.23,0.0,294.505,387.459,117.16,-372.7,3.0,372.7,0.0,124.233,351.479,49.17,-550.24,12.5,574.564,24.324,45.965,614.625,62.31,-913.5,15.0,913.5,0.0,60.9,934.65,63.31,-251.85,3.75,251.85,0.0,67.16,237.413,303.69,-245.81,0.9,245.81,0.0,273.122,273.321,37.915,-223.98,6.0,223.98,0.0,37.33,227.492,817.36,-362.85,0.45,362.85,0.0,806.333,367.812,6.15,-210.21,33.0,210.21,0.0,6.37,202.95,34.34,-307.88,9.0,307.88,0.0,34.209,309.06,186.377,-268.57,1.35,268.57,0.0,198.941,251.609,245.349,-267.42,1.05,267.42,0.0,254.686,257.616,86.631,-273.42,3.0,273.42,0.0,91.14,259.892,24.036,-75.57,3.0,75.57,0.0,25.19,72.107,5.29,-82.65,15.0,82.65,0.0,5.51,79.35,6.84,0.0,0.0,0.0,0.0,,0.0,40.72,0.0,0.0,0.0,0.0,,0.0,18.963,0.0,0.0,0.0,0.0,,0.0,92.896,0.0,0.0,0.0,0.0,,0.0,88.204,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.055,0.0,0.0,0.0,0.0,,0.0,8.09,0.0,0.0,0.0,0.0,,0.0,5.308,0.0,0.0,0.0,0.0,,0.0
2020-06-18,154.009,-180.95,1.0,180.95,0.0,180.95,154.009,200.792,-230.4,2.35,261.83,31.43,111.417,471.861,87.344,-1139.95,15.0,1139.95,0.0,75.997,1310.16,19.8,-371.7,20.0,371.7,0.0,18.585,396.0,241.57,377.28,10.0,1742.4,369.3,174.24,2415.7,118.37,-98.4,0.92,98.4,0.0,106.957,108.9,117.893,-621.4,5.0,621.4,0.0,124.28,589.467,54.04,-108.0,2.0,108.0,0.0,54.0,108.08,235.94,-117.4,0.65,117.4,0.0,180.615,153.361,192.29,-454.06,2.4,454.06,0.0,189.192,461.496,88.37,-105.95,1.0,105.95,0.0,105.95,88.37,2653.98,-1483.39,0.62,1483.39,0.0,2392.565,1645.468,23.932,-471.3,30.0,471.3,0.0,15.71,717.955,11.853,-217.92,24.0,217.92,0.0,9.08,284.473,39.439,-274.19,0.9,274.19,0.0,304.656,35.495,368.289,-309.23,1.05,309.23,0.0,294.505,386.704,116.136,-372.7,3.0,372.7,0.0,124.233,348.408,51.08,-550.24,12.5,574.564,24.324,45.965,638.5,68.29,-913.5,15.0,913.5,0.0,60.9,1024.35,64.95,-251.85,3.75,251.85,0.0,67.16,243.562,302.98,-245.81,0.9,245.81,0.0,273.122,272.682,38.481,-223.98,6.0,223.98,0.0,37.33,230.888,863.56,-362.85,0.45,362.85,0.0,806.333,388.602,5.99,-210.21,33.0,210.21,0.0,6.37,197.67,34.03,-307.88,9.0,307.88,0.0,34.209,306.27,185.107,-268.57,1.35,268.57,0.0,198.941,249.895,243.745,-267.42,1.05,267.42,0.0,254.686,255.932,87.009,-273.42,3.0,273.42,0.0,91.14,261.027,23.55,-75.57,3.0,75.57,0.0,25.19,70.65,5.39,-82.65,15.0,82.65,0.0,5.51,80.85,7.18,0.0,0.0,0.0,0.0,,0.0,40.84,0.0,0.0,0.0,0.0,,0.0,18.573,0.0,0.0,0.0,0.0,,0.0,92.867,0.0,0.0,0.0,0.0,,0.0,88.184,0.0,0.0,0.0,0.0,,0.0,,,,,,,,6.11,0.0,0.0,0.0,0.0,,0.0,8.56,0.0,0.0,0.0,0.0,,0.0,5.386,0.0,0.0,0.0,0.0,,0.0
